qitem,label,description,tier,positions_held,sitelink_count,statements,en_title,lg_title,ugandan_citizen
Q105956270,Acora Nancy Odonga,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,6,18,Nancy Acora,Nancy Acora,yes
Q105760576,Agnes Taaka,Ugandan politician and social worker,Parliament,member of parliament,6,18,Agnes Taaka,Agnes Taaka,yes
Q105955350,Auma Kenny,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda; member of parliament,3,18,Kenny Auma,Kenny Auma,yes
Q5110904,Christine Amongin Aporu,Ugandan politician,Parliament,Member of Parliament of Uganda,7,18,Christine Amongin Aporu,Christine Amongin Aporu,yes
Q62067246,Egunyu Janepher Nantume,Ugandan politician,Parliament,member of parliament,2,18,Egunyu Janepher Nantume,Egunyu Janepher Nantume,yes
Q24572633,Esther Mbulakubuza Mbayo,Ugandan politician,Parliament,Member of Parliament of Uganda,7,18,Esther Mbulakubuza Mbayo,Esther Mbulakubuza Mbayo,yes
Q16196528,Evelyn Kaabule,Ugandan consultant & politician,Parliament,Member of Parliament of Uganda,5,18,Evelyn Kaabule,Evelyn Kaabule,yes
Q106368301,Florence Namayanja,"Ugandan politician who was district woman representative of Bukoto County East, Masaka District",Parliament,deputy mayor; mayor; member of parliament,5,18,Florence Namayanja,Florence Namayanja,yes
Q51844074,Hellen Kahunde,Ugandan politician,Parliament,Member of Parliament of Uganda,5,18,Hellen Kahunde,Hellen Kahunde,yes
Q30323658,Jacklet Atuhaire,Ugandan politician,Parliament,Member of Parliament of Uganda; member of parliament,4,18,Jacklet Atuhaire,Jacklet Atuhaire,yes
Q62129191,Janepher Mbabazi Kyomuhendo,Ugandan accountant by profession who also served as the District Woman Representative for Kagadi District,Parliament,member of parliament,3,18,Janepher Mbabazi Kyomuhendo,Janepher Mbabazi Kyomuhendo,yes
Q30899710,Jastine Ayebazibwe,Ugandan politician,Parliament,Member of Parliament of Uganda,4,18,Justine Ayebazibwe,Justine Ayebazibwe,yes
Q105903344,Jennifer Ayoo,Ugandan politician,Parliament,Member of Parliament of Uganda; member of parliament,6,18,Jennifer Ayoo,Jennifer Ayoo,yes
Q24565855,Monica Azuba Ntege,Ugandan engineer and politician,Parliament,Member of Parliament of Uganda,10,18,Monica Azuba Ntege,Monica Azuba Ntege,yes
Q111449795,Mpiima Dorothy Christine,Ugandan politician and teacher,Parliament,member of parliament,6,18,Mpiima Dorothy Christine,Mpiima Dorothy Christine,yes
Q137988668,Namatovu Mastula,Ugandan politician,Parliament,Member of Parliament of Uganda; member of parliament,3,18,Mastula Namatovu,Mastula Namatovu,yes
Q105825933,Namujju Cissy Dionizia,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,4,18,Cissy Dionizia Namujju,Cissy Dionizia Namujju,yes
Q137996942,Ntale Nsereko Madina,Ugandan politician,Parliament,Member of Parliament of Uganda,0,18,,,yes
Q105951100,Nyakato Dorothy,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,4,18,Dorothy Nyakato,Dorothy Nyakato,yes
Q105942809,Obigah Rose,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,6,18,Rose Obinga,Rose Obinga,yes
Q62100579,Pauline Kemirembe Kyaka,Ugandan Politician,Parliament,Member of Parliament of Uganda,3,18,Pauline Kemirembe Kyaka,Pauline Kemirembe Kyaka,yes
Q58041343,Rama Jacqueline Aol,Ugandan politician,Parliament,Member of Parliament of Uganda,5,18,Rama Jacqueline Aol,Rama Jacqueline Aol,yes
Q111533756,Rosemary Kerwegi,Ugandan educator and legislator,Parliament,member of parliament,2,18,Rosemary Kerwegi,Rosemary Kerwegi,yes
Q105839655,Rwakoojo Robina Gureme,Ugandan politician,Parliament,Member of Parliament of Uganda,7,18,Robina Gureme Rwakoojo,Robina Gureme Rwakoojo,yes
Q105966644,Sarah Kayaki Netalisile,Ugandan politician and Teacher,Parliament,Member of Parliament of Uganda,5,18,Sarah Kayaki Netalisile,Sarah Kayaki Netalisile,yes
Q7422653,Sarah Opendi Achieng,politician accountant,Parliament,Member of Parliament of Uganda,5,18,Sarah Achieng Opendi,Sarah Achieng Opendi,yes
Q57825185,Sheila Mwine Kabaije,Ugandan politician,Parliament,Member of Parliament of Uganda,4,18,Sheila Mwine Kabaije,Sheila Mwine Kabaije,yes
Q137991539,Ssebbugga Berunado Kimeze,Ugandan politician,Parliament,Member of Parliament of Uganda,0,18,,,yes
Q54233867,Victoria Mwaka,"Ugandan geography professor, politician and women's-rights activist",Parliament,Member of Parliament of Uganda; lecturer; professor,5,18,Victoria Mwaka,Victoria Mwaka,yes
Q106139107,Aber Lillian,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,4,17,Lillian Aber,Lilian Aber,yes
Q4693003,Agnes Akiror,Ugandan politician,Parliament,Member of Parliament of Uganda,7,17,Agnes Akiror,Agnes Akiror,yes
Q62129153,Agnes Kunihira,Ugandan Workers Representative,Parliament,Member of Parliament of Uganda,3,17,Agnes Kunihira,Agnes Kunihira,yes
Q19668599,Beti Kamya-Turwomwe,Ugandan politician,Parliament,Member of Parliament of Uganda,9,17,Beti Kamya,Beti Kamya,yes
Q133889680,Birungi Annet,Ugandan politician,Parliament,Member of Parliament of Uganda; Workers Representative,0,17,,,yes
Q42122025,Doreen Amule,Ugandan politician,Parliament,Member of Parliament of Uganda,5,17,Doreen Amule,Doreen Amule,yes
Q24572620,Florence Nakiwala Kiyingi,Ugandan businesswoman and politician,Parliament,Member of Parliament of Uganda,7,17,Florence Nakiwala Kiyingi,Florence Nakiwala Kiyingi,yes
Q96678402,Joyce Bagala,Ugandan Journalist and politician,Parliament,member of parliament,6,17,Joyce Bagala,Joyce Bagala,yes
Q105966150,Judith Peace Achan,Ugandan politician,Parliament,Member of Parliament of Uganda,8,17,Judith Peace Achan,Judith Peace Achan,yes
Q136659891,Kyarikunda Loydah Twinomujuni,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda; member of parliament,0,17,,,yes
Q44231567,Lillian Nakate,Ugandan politician,Parliament,Member of Parliament of Uganda,7,17,Lillian Nakate,Lillian Nakate,yes
Q57828013,Lilly Adong,Ugandan politician,Parliament,Member of Parliament of Uganda,8,17,Lilly Adong,Lilly Adong,yes
Q62129230,Margaret Mbeiza Kisira,Ugandan politician,Parliament,Member of Parliament of Uganda,5,17,Margaret Mbeiza Kisira,Margaret Mbeiza Kisira,yes
Q30070354,Mariam Naigaga,Ugandan politician,Parliament,Member of Parliament of Uganda,5,17,Mariam Naigaga,Mariam Naigaga,yes
Q105962427,Mukhaye Miriam,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda; member of parliament,3,17,Miriam Mukhaye,Miriam Mukhaye,yes
Q111439705,Nakabira Gertrude,Ugandan politician,Parliament,member of parliament,6,17,Gertrude Nakabira,Gertrude Nakabira,yes
Q62129115,Naome Kibaaju,Ugandan politician,Parliament,Member of Parliament of Uganda,3,17,Naome Kibaaju,Naome Kibaaju,yes
Q24572671,Ntabazi Harriet,Ugandan politician,Parliament,Member of Parliament of Uganda,6,17,Harriet Ntabazi,Harriet Ntabazi,yes
Q105956483,Okia Joanne Aniku,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda; member of parliament,2,17,Joanne Aniku Okia,Joanne Aniku Okia,yes
Q105666074,Rosemary Nyakikongoro,Ugandan politician,Parliament,Member of Parliament of Uganda,8,17,Rosemary Nyakikongoro,Rosemary Nyakikongoro,yes
Q57824490,Rosette Kajungu Mutambi,"Ugandan politician, professional social worker and journalist",Parliament,Member of Parliament of Uganda,4,17,Rosette Kajungu Mutambi,Rosette Kajungu Mutambi,yes
Q90931389,Sarah Nakawunde,Ugandan politician,Parliament,Member of Parliament of Uganda,0,17,,,yes
Q7459446,Sezi Mbaguta,Ugandan politician,Parliament,Member of Parliament of Uganda,7,17,Sezi Mbaguta,Sezi Mbaguta,yes
Q62480234,Stella Namoe Nyomera,Ugandan politician and social scientist,Parliament,Member of Parliament of Uganda,4,17,Stella Namoe Nyomera,Stella Namoe Nyomera,yes
Q62067646,Veronica Isala Eragu Bichetero,Ugandan politician,Parliament,Member of Parliament of Uganda,4,17,Veronica Isala Eragu Bichetero,Veronica Isala Eragu Bichetero,yes
Q7927031,Victoria Sekitoleko,Ugandan politician,Parliament,Member of Parliament of Uganda,6,17,Victoria Sekitoleko,Victoria Sekitoleko,yes
Q137988626,Wembabazi Beatrice,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda; member of parliament,0,17,,,yes
Q105966758,Zawedde Victorious,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,5,17,Victorious Zawedde,Victorious Zawedde,yes
Q57828421,Ajilo Elogu Maria Goretti,Ugandan politician,Parliament,Member of Parliament of Uganda,4,16,Ajilo Elogu Maria Goretti,Ajilo Elogu Maria Goretti,yes
Q116603638,Angwech Colline,Ugandan politician,Parliament,Member of Parliament of Uganda; member of parliament,4,16,Angwech Colline,Angwech Colline,yes
Q105966392,Anne Mary Kobugabe Tumwine,Ugandan politician,Parliament,Member of Parliament of Uganda,4,16,Anne Mary Kobugabe Tumwine,Anne Mary Kobugabe Tumwine,yes
Q137988692,Arinaitwe Jeniva,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda; member of parliament,5,16,Jeniva Arinaitwe,Jeniva Arinaitwe,yes
Q58003483,Atim Joy Ongom,Ugandan politician,Parliament,member of parliament,0,16,,,yes
Q106452769,Birungi Carolyn Nanyondo,Ugandan politician,Parliament,Member of Parliament of Uganda,3,16,Nanyondo Birungi Carolyn,Nanyondo Birungi Carolyn,yes
Q62129102,Caroline Kamusiime,Ugandan Politician,Parliament,Member of Parliament of Uganda,3,16,Caroline Kamusiime,Caroline Kamusiime,yes
Q5045178,Caroline Okao Amali,Ugandan politician,Parliament,Member of Parliament of Uganda,7,16,Caroline Amali Okao,Caroline Amali Okao,yes
Q111291779,Chekamondo Ruykiya Kulany,Ugandan educator and politician,Parliament,member of parliament,0,16,,,yes
Q105759689,Dorcus Acen,Ugandan politician,Parliament,Member of Parliament of Uganda,8,16,Dorcus Acen,Dorcus Acen,yes
Q58041847,Dorothy Azairwe Nshaija Kabaraitsya,Ugandan politician,Parliament,member of parliament,6,16,Dorothy Azairwe Nshaija Kabaraitsya,Dorothy Azairwe Nshaija Kabaraitsya,yes
Q111418134,Jane Frances Kuka,"Ugandan legislator, Member of Parliament and anti-FGM activist",Parliament,member of parliament; principal,9,16,Jane Frances Kuka,Jane Frances Kuka,yes
Q43267627,Joy Atim,Ugandan politician,Parliament,Member of Parliament of Uganda,8,16,Joy Atim,Joy Atim,yes
Q62480909,Julie Mukoda Zabwe,Ugandan politician and ICT expert,Parliament,Member of Parliament of Uganda,4,16,Julie Mukoda Zabwe,Julie Mukoda Zabwe,yes
Q105966331,Kabasharira Naome,Ugandan politician,Parliament,Member of Parliament of Uganda,2,16,Naome Kabasharira,Naome Kabasharira,yes
Q137991462,Lanyero Christine Awany,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,4,16,Christine Lanyero Awany,Christine Lanyero Awany,yes
Q19666505,Mariam Nalubega,Ugandan politician,Parliament,Member of Parliament of Uganda,6,16,Mariam Nalubega,Mariam Nalubega,yes
Q58042467,Mary Babirye Kabanda,Ugandan politician,Parliament,Member of Parliament of Uganda,4,16,Mary Babirye Kabanda,Mary Babirye Kabanda,yes
Q137991249,Namatende Eunice,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,2,16,Eunice Namatende,Eunice Namatende,yes
Q139555005,Nnamara Annet Oyes Byamukama,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda; member of parliament,0,16,,,yes
Q7070387,Nusura Tiperu,Ugandan politician,Parliament,Member of Parliament of Uganda,7,16,Nusura Tiperu,Nusura Tiperu,yes
Q105962114,Prossy Akampurira,Ugandan politician,Parliament,Member of Parliament of Uganda,8,16,Prossy Akampurira,Prossy Akampurira,yes
Q105962523,Rita Atukwasa,"Member of Parliament of Uganda-Elect, Public Policy Analyst, Gender specialist & Trainer for Gender and Equity Budgeting, Executive director Emeritus at IST Uganda",Parliament,member of parliament,6,16,Rita Atukwasa,Rita Atukwasa,yes
Q7378868,Rukiya Chekamondo,Ugandan educator and politician,Parliament,Member of Parliament of Uganda,7,16,Rukiya Chekamondo,Rukiya Chekamondo,yes
Q7422470,Sarah Kataike,Uganda politician,Parliament,Member of Parliament of Uganda,5,16,Sarah Kataike,Sarah Kataike,yes
Q67500467,Susan Lakot Oruni,UPDF Representative in Ugandan Parliament,Parliament,member of parliament,0,16,,,yes
Q105760249,Suzan Achola Engola,Ugandan politician,Parliament,member of parliament,5,16,Susan Achola Engola,Susan Achola Engola,yes
Q57825425,Tophace Kaahwa,Ugandan politician,Parliament,Member of Parliament of Uganda,5,16,Tophace Kaahwa,Tophace Kaawa,yes
Q138001320,Acom Esther,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,2,15,Esther Lucy Acom,Esther Lucy Acom,yes
Q4716143,Alengot Oromait,Ugandan politician,Parliament,Member of Parliament of Uganda; member of parliament,8,15,Alengot Oromait,Alengot Oromait,yes
Q137999916,Auma Janet,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,0,15,,,yes
Q105951109,Azairwnshaija Kabaraitsya Dorothy,Ugandan politician and accountant,Parliament,member of parliament,0,15,,,yes
Q105759825,Betty Luoke Chelain,Ugandan politician,Parliament,member of parliament,7,15,Betty Louke Chelain,Betty Louke Chelain,yes
Q5064251,Cerinah Nebanda,Ugandan politician,Parliament,Member of Parliament of Uganda,7,15,Cerinah Nebanda,Cerinah Nebanda,yes
Q111081529,Christine Abia Bako,Ugandan politician,Parliament,member of parliament,5,15,Bako Christine Abia,Bako Christine Abia,yes
Q137994254,Enid Origumisiriza,Ugandan politician,Parliament,Member of Parliament of Uganda,2,15,Enid Origumisiriza,Enid Origumisiriza,yes
Q105955461,Flavia Rwabuhoro Kabahenda,Ugandan politician,Parliament,member of parliament,4,15,Flavia Rwabuhoro Kabahenda,Flavia Rwabuhoro Kabahenda,yes
Q105944500,Florence Nambozo Wamala,Ugandan politician and member of the parliament,Parliament,Member of Parliament of Uganda,6,15,Florence Nambozo Wamala,Florence Nambozo Wamala,yes
Q111418786,Grace Kaudha,Ugandan politician and legislator,Parliament,member of parliament,6,15,Grace Kaudha,Grace Kaudha,yes
Q106095789,Harriet Businge,Ugandan politician & teacher,Parliament,member of parliament,3,15,Harriet Businge,Harriet Businge,yes
Q106612689,Irene Linda Mugisha,"Ugandan politician, psychologist",Parliament,Member of Parliament of Uganda,3,15,Irene Linda Mugisha,Irene Linda Mugisha,yes
Q62481961,Jane Nabulindo Kwoba,Ugandan politician and teacher,Parliament,member of parliament,7,15,Jane Nabulindo Kwoba,Jane Nabulindo Kwoba,yes
Q111462677,Joy Ruth Acheng,Ugandan politician and diplomat,Parliament,Member of Parliament of Uganda,3,15,Joy Ruth Acheng,Joy Ruth Acheng,yes
Q137996361,Kabarokole Sarah,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda; member of parliament,0,15,,,yes
Q137997004,Khainza Agnes Shiuma,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda; member of parliament,0,15,,,yes
Q137992940,Lwansasula Sarah,Ugandan politician,Parliament,City Woman Representative; Member of Parliament of Uganda,0,15,,,yes
Q138000223,Mariam Seif,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,0,15,,,yes
Q105839579,Mary Annet Nakato,Ugandan politician,Parliament,member of parliament,2,15,Mary Annet Nakato,Mary Annet Nakato,yes
Q105944681,Mary Begumisa,Ugandan politician and woman member of parliament,Parliament,Member of Parliament of Uganda,8,15,Mary Begumisa,Mary Begumisa,yes
Q111443805,Mpabwa Sarah Patience,Ugandan Politician,Parliament,member of parliament,4,15,Mpabwa Sarah Patience,Mpabwa Sarah Patience,yes
Q138751316,Mutasingwa Diana Nankunda Kagyenyi,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,0,15,,,yes
Q111180419,Nakawuki Susan Nsambu,Ugandan politician,Parliament,Member of Parliament of Uganda; member of parliament,2,15,Susan Nakawuki,Susan Nakawuki,yes
Q57825456,Nakayenze Connie Galiwango,Ugandan politician,Parliament,member of parliament,6,15,Connie Galiwango Nakayenze,Connie Galiwango Nakayenze,yes
Q137988497,Nakku Fiona,Ugandan politician,Parliament,Female Workers Representative; Member of Parliament of Uganda; member of parliament,3,15,Fiona Nakku,Fiona Nakku,yes
Q137988651,Namulondo Sarah,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda; member of parliament,0,15,,,yes
Q111439072,Ninsiima Ronah Rita,Ugandan Politician and Journalist,Parliament,member of parliament,6,15,Ninsiima Ronah Rita,Ninsiima Ronah Rita,yes
Q7301855,Rebecca Otengo Amuge,Ugandan politician,Parliament,Member of Parliament of Uganda,7,15,Rebecca Amuge Otengo,Rebecca Amuge Otengo,yes
Q105955382,Rose Emma Cherukut,Ugandan politician and legislator,Parliament,member of parliament,6,15,Rose Emma Cherukut,Rose Emma Cherukit,yes
Q24572753,Rosemary Seninde,Ugandan politician,Parliament,Member of Parliament of Uganda,7,15,Rosemary Seninde,Rosemary Seninde,yes
Q137972444,Sheila Amaniyo,Ugandan politician,Parliament,member of parliament,0,15,,,yes
Q55584067,Sylvia Rwabogo,Woman MP Kabarole District,Parliament,Member of Parliament of Uganda,8,15,Sylvia Rwabogo,Sylvia Rwabogo,yes
Q106351056,Turyahikayo Kebirungi Mary Paula,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,2,15,Mary Paula Kebirungi Turyahikayo,Mary Paula Kebirungi Turyahikayo,yes
Q105760963,Veronica Namaganda Nanyondo,Ugandan politician,Parliament,member of parliament,4,15,Veronica Namaganda Nanyondo,Veronica Namaganda Nanyondo,yes
Q111353679,Victoria Kakoko Sebagereka,"Ugandan legislator, politician and AIDS activist",Parliament,delegate; member of parliament,5,15,Victoria Kakoko Sebagereka,Victoria Kakoko Sebagereka,yes
Q57825011,Winnie Matsiko,Ugandan politician,Parliament,member of parliament,3,15,Masiko Winifred Komuhangi,Masiko Winifred Komuhangi,yes
Q138751304,Acan Joyce Okeny,Ugandan politician,Parliament,Member of Parliament of Uganda; PWD Representative,2,14,Acan Joyce Okeny,Acan Joyce Okeny,yes
Q125338138,Akumu Catherine Mavenjina,Ugandan politician,Parliament,Member of Parliament of Uganda; Older Persons Representative,3,14,Akumu Catherine Mavenjina,Akumu Catherine Mavenjina,yes
Q137990706,Amongin Jane Frances Okili,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,0,14,,,yes
Q42759362,Angelline Osegge,Ugandan politician,Parliament,Member of Parliament of Uganda,5,14,Angelline Osegge,Angelline Osegge,yes
Q105964879,Annet Nyakecho,Ugandan politician,Parliament,Member of Parliament of Uganda,6,14,Annet Nyakecho,Annet Nyakecho,yes
Q106401908,Apolot Christine,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,7,14,Christine Apolot,Christine Apolot,yes
Q137996715,Ayoo Janeth Phoebe Obol,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,0,14,,,yes
Q105950862,Christine Nakimwero Kaaya,Ugandan politician,Parliament,member of parliament,5,14,Christine Nakimwero Kaaya,Christine Nakimwero Kaaya,yes
Q37122067,Emma Boona,Ugandan politician,Parliament,Member of Parliament of Uganda,8,14,Emma Boona,Emma Boona,yes
Q105942699,Flavia Nabagabe Kalule,Ugandan politician,Parliament,member of parliament,3,14,Flavia Nabagabe Kalule,Flavia Nabagabe Kalule,yes
Q42868219,Grace Tubwita,Ugandan politician,Parliament,Member of Parliament of Uganda,6,14,Grace Tubwita,Grace Tubwita,yes
Q111434407,Iriama Rose,Ugandan politician in the eighth and ninth Parliament of Uganda,Parliament,member of parliament,5,14,Iriama Rose,Iriama Rose,yes
Q53707363,Jacqueline Amongin,Ugandan MP,Parliament,Member of Parliament of Uganda,5,14,Jacqueline Amongin,Jacqueline Amongin,yes
Q105883266,Jane Kabajungu Bainomugisha,Ugandan politician,Parliament,member of parliament,2,14,Jane Kabajungu Bainomugisha,Jane Kabajungu Bainomugisha,yes
Q111530895,Kanushu Laura,Ugandan politician,Parliament,Female PWD Representative; Member of Parliament of Uganda,5,14,Laura Kanushu,Laura Kanushu,yes
Q137993092,Khalayi Peace,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,0,14,,,yes
Q111420850,Lematia Ruth Molly Ondoru,Ugandan Politician,Parliament,council member; member of parliament,1,14,Lematia Ruth Molly Ondoru,,yes
Q138751314,Lenia Charity Kevin,Ugandan politician,Parliament,Member of Parliament of Uganda,0,14,,,yes
Q62099975,Loy Katali,Ugandan politician and accountant,Parliament,Member of Parliament of Uganda,6,14,Loy Katali,Loy Katali,yes
Q137993385,Mafabi Asha Nabulo,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,0,14,,,yes
Q90924025,Milly Mugeni,Ugandan Legislator,Parliament,Member of Parliament of Uganda,2,14,Milly Mugeni,Milly Mugeni,yes
Q105958189,Molly Musiime Asiimwe,Ugandan politician,Parliament,Member of Parliament of Uganda,4,14,Molly Musiime Asiimwe,Molly Musiime Asiimwe,yes
Q137988728,Mushabe Rujoki Ruth,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda; member of parliament,0,14,,,yes
Q27688647,Nabilah Naggayi Sempala,Ugandan politician,Parliament,Member of Parliament of Uganda,6,14,Nabilah Naggayi Sempala,Nabilah Naggayi Sempala,yes
Q138006535,Namubiru Rwabushaija Margaret,Ugandan politician,Parliament,Member of Parliament of Uganda; Workers Representative,0,14,,,yes
Q125750508,Namutaawe Joan,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,8,14,Joan Namutaawe,Joan Namutaawe,yes
Q139554994,Nankwanga Stellamaris,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,0,14,,,yes
Q17020396,Oliver Wonekha,Ugandan politician,Parliament,Member of Parliament of Uganda,4,14,Oliver Wonekha,Oliver Wonekha,yes
Q137994327,Onzima Phiona,Ugandan politician,Parliament,Member of Parliament of Uganda; member of parliament,0,14,,,yes
Q138000596,Pedun Josephine,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda; member of parliament,4,14,Josephine Pedun,Josephine Pedun,yes
Q105883328,Sauda Kauma,Ugandan politician,Parliament,member of parliament,3,14,Sauda Kauma,Sauda Kauma,yes
Q105945785,Stella Isodo Apolot,Ugandan Legislator and politician,Parliament,Member of Parliament of Uganda,7,14,Stella Isodo Apolot,Stella Isodo Apolot,yes
Q111384398,Sugra Visram,Ugandan legislator and activist,Parliament,member of parliament,6,14,Sugra Visram,Sugra Visram,yes
Q137991346,Tibyaze Peace,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,0,14,,,yes
Q95746953,Wekomba Sarah Nambozo,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,4,14,Sarah Nambozo Wekomba,Sarah Nambozo Wekomba,no
Q139554750,Aayoo Joyce Makamoe,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,0,13,,,yes
Q137990597,Akifeza Grace Ngabirano,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,0,13,,,yes
Q111180208,Alice Alaso,Ugandan Politician,Parliament,member of parliament,5,13,Alice Alaso,Alice Alaso,yes
Q139554794,Amaniyo Draville Sheilah,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,0,13,,,yes
Q63228590,Beatrice Byenkya,Ugandan politician,Parliament,Member of Parliament of Uganda; chairperson; member of parliament,6,13,Beatrice Byenkya,Omuyimbi Beatrice Byenkya,yes
Q111458401,Christine Ntegamahe Mwebesa,Ugandan medical doctor and legislator,Parliament,member of parliament,4,13,Christine Ntegamahe Mwebesa,Christine Ntegamahe Mwebesa,yes
Q105966555,Faith Nakut,Ugandan politician,Parliament,Member of Parliament of Uganda,4,13,Faith Nakut,Faith Nakut,yes
Q105955492,Faith Philo Kunihira,Ugandan politician,Parliament,member of parliament,2,13,Faith Kunihira Philo,Faith Kunihira,yes
Q5458060,Flavia  Nabugere Munaaba,Ugandan politician,Parliament,Member of Parliament of Uganda,2,13,Flavia Munaaba,Omukyala Flavia Nabugere Munaaba,yes
Q105631664,Florence Kabugho,Ugandan politician and journalist,Parliament,member of parliament,5,13,Florence Kabugho,Florence Kabugho,yes
Q105836109,Hellen Auma Wandera,Ugandan politician,Parliament,member of parliament,0,13,,,yes
Q111293047,Jacqueline Kyatuheire,Ugandan politician and educationist,Parliament,member of parliament,3,13,Jacqueline Kyatuheire,Jacqueline Kyatuheire,yes
Q106368084,Jalia Bintu,Ugandan politician and teacher,Parliament,member of parliament,4,13,Jalia Bintu,Jalia Bintu,yes
Q105944722,Jenifer Abaho Muheesi,Ugandan politician,Parliament,member of parliament,4,13,Jenifer Abaho Muheesi,Jenifer Abaho Muheesi,yes
Q137999857,Joyo Harriet,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,0,13,,,yes
Q105962464,Juliet Kyinyamatama Suubi,Ugandan politician,Parliament,Member of Parliament of Uganda,4,13,Juliet Kyinyamatama Suubi,Juliet Kyinyamatama Suubi,yes
Q105962720,JulietBashiishaAgasha,Ugandan politician,Parliament,member of parliament,6,13,Juliet Bashiisha Agasha,Juliet Bashiisha Agasha,yes
Q111439050,Kabaale Kwagala Olivia,Ugandan politician,Parliament,member of parliament,0,13,,,yes
Q138028929,Kanyesigye Mercy,Ugandan politician,Parliament,Female Youth Representative; Member of Parliament of Uganda; member of parliament,0,13,,,yes
Q138132307,Kibaaju Charity Kamuhanda,Ugandan politician,Parliament,City Woman Representative; Member of Parliament of Uganda,0,13,,,yes
Q105760683,Koyeekyenga Katwesigye Oliva,Ugandan politician,Parliament,member of parliament,0,13,,,yes
Q139554918,Kyarampe Rebecca,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,0,13,,,yes
Q137989675,Nabawanuka Sumayah,Ugandan politician,Parliament,Member of Parliament of Uganda; member of parliament,0,13,,,yes
Q137991018,Nabirye Annet,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,0,13,,,yes
Q111441060,Nabulya Theopista Sssentongo,Ugandan Politician,Parliament,member of parliament,3,13,Nabulya Theopista Ssentongo,Nabulya Theopista Ssentongo,yes
Q105627879,Nandagire Christine Ndiwalana,Ugandan politician,Parliament,member of parliament,5,13,Nandagire Christine Ndiwalana,Nandagire Christine Ndiwalana,yes
Q138003607,Ninsiima Evelyne,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,0,13,,,yes
Q30945317,Rosemary Tumusiime,Ugandan politician,Parliament,Member of Parliament of Uganda,3,13,Rosemary Tumusiime,Rosemary Tumusiime,yes
Q105965895,Santa Okot,"Ugandan politician, women's activist and educator",Parliament,Member of Parliament of Uganda,5,13,Santa Okot,Santa Okot,yes
Q105839707,Sharon Balmoi Laker,Ugandan politician,Parliament,member of parliament,2,13,Sharon Balmoi Laker,Sharon Balmoi Laker,yes
Q105965226,Shartsi Musherure Kuteesa,Ugandan politician,Parliament,Member of Parliament of Uganda,5,13,Shartsi Kutesa Musherure,Shatsi Musherure Kutesa,yes
Q105839516,Susan Mugabi Nakaziba,Ugandan politician,Parliament,member of parliament,4,13,Susan Mugabi Nakaziba,Susan Mugabi Nakaziba,yes
Q136682547,Achayo Juliet Lodou,Ugandan politician,Parliament,Member of Parliament of Uganda,0,12,,,yes
Q57828964,Achiro Lucy Otim,Ugandan politician,Parliament,Member of Parliament of Uganda,3,12,Lucy Achiro Otim,Lucy Achiro Otim,yes
