qitem,label,field,statements,date_of_birth,occupation_names,description
Q135338490,Mia Belinda Alaba,Other sport,10,2007-06-27T00:00:00Z,basketball player,Ugandan basketball player (born 2007)
Q133881044,Moreen Mwamula,Other sport,10,1993-01-01T00:00:00Z,volleyball player,Volleyball player
Q130487008,Moses Mikka Mukasa,Other / unspecified,10,1942-02-04T00:00:00Z,statistician,Ugandan statistician
Q133464216,Mupyanga Halima,Football,10,,association football player,Ugandan football player
Q140930658,Mwesigwa Mathias,Politics & government,10,,"politician, legislator",Ugandan politician
Q104771294,Naava Kagga,Arts & entertainment,10,,actor,Child actress
Q139658935,Nabaasa Sarah,Activism & social work,10,,human rights defender,Ugandan human rights defender and disability rights advocate
Q133469625,Namataka Mariam,Football,10,,association football player,Ugandan footballer
Q140480479,Namuyomba Aisha,Other sport,10,,netballer,Ugandan professional netball player
Q118974063,Nancy Auma,Other / unspecified,10,1993-03-09T00:00:00Z,Social Science Research,Business Woman
Q131194560,Nanjobe Hawa Kimbugwe,Other / unspecified,10,,communications manager,Performance poet
Q120644138,Ngabirwe Suzan,Other / unspecified,10,1974-05-10T00:00:00Z,administrative assistant,"Administrative Assistant, Uganda Medical Association"
Q135338586,Olivia Mulwana,Other sport,10,1980-03-20T00:00:00Z,basketball player,Ugandan basketball player (born 1980)
Q139801155,Ophelia Akemigisha,Other / unspecified,10,,human rights lawyer,Ugandan Human rights Lawyer
Q118968288,Oreoluwa Lesi,Other / unspecified,10,,information and communications technology,"Board Member, Digital Literacy Initiative Uganda"
Q84356532,Pamela Keryeko,Arts & entertainment,10,,"actor, film producer",Ugandan actress
Q135338536,Patience Akankunda,Other sport,10,1999-11-11T00:00:00Z,basketball player,Ugandan basketball player (born 1999)
Q135338497,Patience Karungi,Other sport,10,2004-10-04T00:00:00Z,basketball player,Ugandan basketball player (born 2004)
Q135338503,Patience Mauso,Other sport,10,2000-02-21T00:00:00Z,basketball player,Ugandan basketball player (born 2000)
Q135338500,Patience Nantume,Other sport,10,2003-01-28T00:00:00Z,basketball player,Ugandan basketball player (born 2003)
Q133893576,Patricia Kawuma,Other sport,10,2006-01-01T00:00:00Z,chess player,Ugandan chess player
Q135338432,Patricia Nalugo,Other sport,10,2007-06-11T00:00:00Z,basketball player,Ugandan basketball player (born 2007)
Q133893717,Pauline Biyinzika,Other sport,10,2001-01-01T00:00:00Z,chess player,Ugandan chess player
Q136382312,Perus Nyamwenge,Other sport,10,2000-02-05T00:00:00Z,basketball player,Ugandan basketball player (born 2000)
Q120643494,Phiona Ayesigamukama,Other / unspecified,10,1985-12-02T00:00:00Z,communication,"Communication Marketing officer, Uganda Medical Association"
Q137972385,Phiona Oriziru,Politics & government,10,,politician,Ugandan politician
Q133835735,Priscilla Muheki,Academia & education,10,,lecturer,
Q133842610,Privas Kayeny,Other sport,10,,"basketball player, netballer",Ugandan netball player
Q131220597,Rashida Namulondo,Media & writing,10,,"actor, poet, social worker","Ugandan actress, performance poet, youth worker, and founder of The Sophie Muwanika Institute of Art for Change"
Q134009124,Rebecca Nakawunde,Other sport,10,2009-01-01T00:00:00Z,chess player,Ugandan chess player
Q131362593,Recho Ray,Arts & entertainment,10,1998-02-04T00:00:00Z,"artist, musician",Ugandan Artist
Q135338499,Regina Ajuma,Other sport,10,2003-10-23T00:00:00Z,basketball player,Ugandan basketball player (born 2003)
Q135338420,Resty Nanangwe,Other sport,10,2007-12-14T00:00:00Z,basketball player,Ugandan basketball player (born 2007)
Q130354493,Rhoda Nanziri,Football,10,,association football player,Ugandan footballer
Q83613773,Rita Hope Aciro Lakor,Activism & social work,10,,"human rights defender, women's rights activist",Women and human rights activist
Q130353820,Ritah Mushimire,Football,10,,association football player,Ugandan footballer
Q119581250,Ritah Nabukenya,Academia & education,10,1989-08-23T00:00:00Z,lecturer,Lecturer at Jerusalem Institute of Science and Technology
Q110982432,Riticia Nabbosa,Football,10,1997-01-01T00:00:00Z,association football player,Ugandan footballer
Q130376803,Ronah Nantege,Football,10,,association football player,Ugandan footballer
Q135338555,Ruth Letaru,Other sport,10,1997-11-30T00:00:00Z,basketball player,Ugandan basketball player (born 1997)
Q133881305,Saidat Nnungi,Other sport,10,1992-11-24T00:00:00Z,volleyball player,Volleyball player
Q135338525,Sarafina Driciru,Other sport,10,1998-02-28T00:00:00Z,basketball player,Ugandan basketball player (born 1998)
Q119412063,Sarah Nalunga,Business & finance,10,1992-07-31T00:00:00Z,accountant,"Accountant, kyambogo university"
Q28038494,Sarah Nansubuga,Arts & entertainment,10,,"actor, film actor",actor
Q54229571,Sarah Ntiro,Academia & education,10,,teacher,Ugandan teacher and historian
Q137325237,Sarah Tshilla,Arts & entertainment,10,,"singer, record producer, musician, songwriter","A Ugandan-based singer-songwriter, musician, and record producer"
Q134626577,Scholar Akello,Other sport,10,,volleyball player,Ugandan professional volleyball player
Q133881157,Scholastica Akello,Other sport,10,1999-01-01T00:00:00Z,volleyball player,Volleyball player
Q135338513,Shadia Mbwali,Other sport,10,2001-11-28T00:00:00Z,basketball player,Ugandan basketball player (born 2001)
Q130729575,Shakira Kaudha,Football,10,,association football player,Ugandan Footballer
Q133836384,Shakirah Sadick,Other sport,10,1999-03-31T00:00:00Z,cricketer,cricketer
Q136381908,Sharon Kirabo Nangobi,Other sport,10,1996-04-03T00:00:00Z,basketball player,Ugandan basketball player (born 1996)
Q107315194,Sharon Kiyimba Promise,Arts & entertainment,10,2003-11-28T00:00:00Z,model,Ugandan model
Q135338469,Sharon Lamwaka,Other sport,10,2006-01-06T00:00:00Z,basketball player,Ugandan basketball player (born 2006)
Q134008771,Sherry Ariella Agaba,Other sport,10,2009-01-01T00:00:00Z,chess player,Chess player
Q136786866,Shifrah Lukwago,Politics & government,10,,"lawyer, politician, human rights defender","Ugandan lawyer, politician, and human rights defender"
Q135338438,Shiphrah Kiranda,Other sport,10,2008-07-25T00:00:00Z,basketball player,Ugandan basketball player (born 2008)
Q140996127,Shona Sozo Kamara,Other sport,10,,,Ugandan swimmer
Q135338422,Sonia Okulu Aber,Other sport,10,2007-01-12T00:00:00Z,basketball player,Ugandan basketball player (born 2007)
Q120021946,Stellah Nakirijja,Other / unspecified,10,1994-03-03T00:00:00Z,farm,"Agricultural Expert, Makerere University"
Q133893778,Suhana Anil Yadav,Other sport,10,2013-01-01T00:00:00Z,chess player,Chess player
Q114004026,Sunshine Fionah Komusana,Activism & social work,10,,"lawyer, activist",African feminist lawyer and activist from Uganda
Q133881178,Supernatural Mbakusiimira,Other sport,10,1998-01-01T00:00:00Z,volleyball player,Volleyball player
Q136852646,Sydney Nabulya Kavuma,Other / unspecified,10,,beauty pageant contestant,Ugandan Model and Pageant winner
Q141263362,Sylvia Mwebesa Kajubi,Academia & education,10,1976-01-01T00:00:00Z,university teacher,Ugandan education administrator
Q140722232,Sylvia Namubiru Mukasa,Law,10,,lawyer,Ugandan lawyer
Q135338496,Sylvia Namuddu,Other sport,10,2003-10-01T00:00:00Z,basketball player,Ugandan basketball player (born 2003)
Q133893651,Talent Nuwareeba,Other sport,10,2009-01-01T00:00:00Z,chess player,Chess player
Q119352421,Teddy Tugumisirize,Other / unspecified,10,1987-01-19T00:00:00Z,registrar,Assistant Registrar Kyambogo University
Q136380756,Tracy Namugosa,Other sport,10,2000-03-31T00:00:00Z,basketball player,Ugandan basketball player (born 2000)
Q134008689,Valeria Nampiima,Other sport,10,2009-01-01T00:00:00Z,chess player,Ugandan chess player
Q134005566,Vanessa Nabaggala,Other sport,10,2006-01-01T00:00:00Z,chess player,Ugandan chess player
Q133893762,Victoria Nakiirya,Other sport,10,1993-01-01T00:00:00Z,chess player,Ugandan chess player
Q136980682,Violet Nantume,Other / unspecified,10,,"curator, visual artist","curator, visual artist"
Q111082677,Wabwire Rose Munyira,Politics & government,10,,politician,Ugandan politician
Q137994461,Winfred Nakandi,Politics & government,10,,politician,Ugandan politician
Q119395505,Winnie Biira,Activism & social work,10,1990-12-07T00:00:00Z,social worker,community social worker
Q95707027,Winnie Gamisha,Media & writing,10,,"journalist, director",Ugandan firm director and journalist
Q131298100,Winnie Kirabo,Arts & entertainment,10,,"fashion designer, model",Ugandan fashion designer
Q135338485,Zoe Atek,Other sport,10,2005-02-24T00:00:00Z,basketball player,Ugandan basketball player (born 2005)
Q105883414,ibyaze Peace,Politics & government,10,,politician,Ugandan politician
Q135182389,,Other sport,10,2004-01-02T00:00:00Z,tennis player,tennis player from Uganda
Q141156805,A'Maria Pegues,Other sport,9,2010-05-14T00:00:00Z,basketball player,Ugandan basketball player (born 2010)
Q135338540,Aaliyah Naluyima,Other sport,9,1999-05-29T00:00:00Z,basketball player,Ugandan basketball player (born 1999)
Q134113207,Abigail Katende,Other sport,9,,motocross rider,Motorsport rally driver
Q133893695,Abigail Kirabo,Other sport,9,2008-01-01T00:00:00Z,chess player,Ugandan chess player
Q140627605,Adrainna Nabaggala,Other sport,9,,,Ugandan swimmer
Q106528443,Afrie,Arts & entertainment,9,1995-04-16T00:00:00Z,musician,Ugandan singer and songwriter
Q133888199,Agnes Kasede Napyo,Other / unspecified,9,,senior lecturer,Senior Lecturer of Nursing Science at Kabale University
Q133828730,Aidah Namirengo,Other / unspecified,9,1945-05-11T00:00:00Z,"bishop, head teacher, cleric","Ugandan bishop, teacher and activist"
Q133863700,Aisha Nakabubi,Other sport,9,1991-10-10T00:00:00Z,basketball player,Ugandan basketball player (born 1991)
Q135338515,Aisha Namakula,Other sport,9,2000-09-01T00:00:00Z,basketball player,Ugandan basketball player (born 2000)
Q133463408,Aisha Namukisa,Football,9,,association football player,Ugandan football player
Q120799382,Alice Akiteng,Academia & education,9,,"librarian, Ecclesiastical administrator, researcher",Ugandan librarian and administrator
Q133893720,Allen Kyolaba Nabacwa,Other sport,9,1999-01-01T00:00:00Z,chess player,Ugandan chess player
Q118765784,Amoli Florence Orem,Other / unspecified,9,1956-08-05T00:00:00Z,administrateur,"Senior Administrator, Kashilingi Rugaba Associate Law Firm"
Q140558933,Ampaire Brenan,Other sport,9,,chess player,Uganda Chess Federation
Q140590096,Anaya Hailey Karuhanga,Other sport,9,,swimmer,Ugandan swimmer
Q139838429,Anek Patricia,Other sport,9,,rugby player,Ugandan rugby player
Q134008542,Angel Luggya,Other sport,9,2004-01-01T00:00:00Z,chess player,Chess player
Q119574799,Ann Jovan Apilli,Academia & education,9,1993-03-06T00:00:00Z,lecturer,"Lecturer, Jerusalem Institute of Science and Technology"
Q138807898,Ann Musinguzi,Law,9,,lawyer,Ugandan lawyer
Q136761900,Annet Musibikha,Politics & government,9,,"lawyer, politician, accountant","Ugandan politician, lawyer and accountant"
Q136381272,Ashmin Charaniya,Other sport,9,2010-02-15T00:00:00Z,basketball player,Ugandan basketball player (born 2010)
Q133463975,Assimwe Zidah,Football,9,,association football player,Ugandan football player
Q137994155,Atukunda Rebecca,Politics & government,9,,politician,Ugandan politician
Q133459977,Atulinda Moureen,Other sport,9,1989-04-29T00:00:00Z,basketball player,Ugandan basketball player (born 1989)
Q140681285,Audrey  Elnorah Nyonyintono,Other sport,9,,,Ugandan swimmer
Q133472674,Ayiorwoth Peace,Football,9,,association football player,Ugandan footballer
Q135183708,Barbra Nakiwala,Other sport,9,2002-10-15T00:00:00Z,netballer,Ugandan netball player
Q130744590,Barbra Nsangi,Football,9,,association football player,Ugandan footballer
Q141135061,Basirika Justine,Academia & education,9,,"teacher, entrepreneur",Ugandan entrepreneur and Teacher
Q136682647,Beatrice Akello,Politics & government,9,1984-02-06T00:00:00Z,"politician, environmentalist",Ugandan Environmental activist
Q134061813,Beatrice Byakutaga,Other / unspecified,9,,educator,"A Ugandan writer, author, lecturer and member of Education Service Commission"
Q138947672,Beatrice Namaganda,Health,9,,physician,Ugandan Medical Doctor
Q137996811,Benedetta Chandia Kodili,Politics & government,9,,politician,Ugandan politician
Q138784521,Bengi Rwabuhemba,Media & writing,9,,"writer, artist-in-residence, researcher",Ugandan writer and researcher
Q135338487,Bernadette Babirye Nalweyiso,Other sport,9,2005-08-02T00:00:00Z,basketball player,Ugandan basketball player (born 2005)
Q138161336,Betty Aciro,Politics & government,9,,"politician, researcher",Ugandan Politician
Q141263218,Betty Akullu Ezati,Academia & education,9,,teacher,Ugandan teacher
Q136381223,Brandina Kyalimpa,Other sport,9,2009-09-20T00:00:00Z,basketball player,Ugandan basketball player (born 2009)
Q135338531,Brenda Edith Ayere,Other sport,9,1998-12-31T00:00:00Z,basketball player,Ugandan basketball player (born 1998)
Q140413326,Brenda Nassaka,Football,9,,association football player,Football player
Q133936823,Brendah Kyaterekera,Other sport,9,1994-01-01T00:00:00Z,chess player,Chess player
Q130612720,Brendah Munyana,Football,9,,association football player,Ugandan Footballer
Q130744632,Bridget Mbwali,Football,9,,association football player,Ugandan Footballer
Q135178388,Carol Nakamya,Other sport,9,,netballer,Ugandan netball player
Q133889546,Caroline Nabuzale,Other / unspecified,9,,lecturer,Ugandan Academician and Lecturer at Kabale University
Q135338592,Caroline Nantalo,Other sport,9,1986-07-28T00:00:00Z,basketball player,Ugandan basketball player (born 1986)
Q135338576,Caroline Nyafwono,Other sport,9,1986-02-15T00:00:00Z,basketball player,Ugandan basketball player (born 1986)
Q140032740,Catherine Kreutter,Academia & education,9,,"teacher, librarian, author",American and Ugandan author
Q130744658,Catherine Nakiridde,Football,9,,association football player,Ugandan Footballer
Q130612221,Catherine Wujja,Football,9,,association football player,Ugandan footballer
Q130537488,Cecilia Apiding,Football,9,,association football player,Ugandan professional football player
Q140735346,Cedella Winfred Nabwire.,Other sport,9,,,Ugandan swimmer
Q136381270,Charis Buyinga,Other sport,9,2010-03-09T00:00:00Z,basketball player,Ugandan basketball player (born 2010)
Q136381269,Cherish Muna,Other sport,9,2010-09-06T00:00:00Z,basketball player,Ugandan basketball player (born 2010)
Q133932947,Christine Audrey Babirye,Other sport,9,2006-01-01T00:00:00Z,chess player,Ugandan chess player
Q134277634,Christine Birungi,Other sport,9,,,Beach wood ball player
Q122181932,Christine Kiconco,Other / unspecified,9,,"archivist, educator, administrator","Ugandan archivist, educator and administrator"
Q130610850,Cissy Nakate,Football,9,,association football player,Ugandan Footballer
Q138511428,Crista Uwase,Arts & entertainment,9,1988-01-01T00:00:00Z,artist,women artist in rwanda
Q131359159,Crystal Rutangye Bazirake,Media & writing,9,,"writer, publisher",Ugandan Author and Publisher
Q134005382,Dasha Zalwango Kibuule,Other sport,9,2010-01-01T00:00:00Z,chess player,Chess player
Q133865059,Deepa Verma,Other / unspecified,9,,high court judge,Acting High Court Judge
Q134626263,Diana Assimwe,Other sport,9,,volleyball player,Ugandan professional volleyball player
Q134979377,Diana Atwine,Other sport,9,,boxer,Ugandan boxer
Q138661137,Diana Balizzamuggale Teyeggala,Other / unspecified,9,1966-10-01T00:00:00Z,princess,princess of Buganda
Q138012038,Diana Kibuuka,Media & writing,9,,journalist,journalist from Uganda
Q130569555,Dianah Nantongo,Football,9,,association football player,Ugandan Football player
Q141169247,Doreen Katusiime,Politics & government,9,,"teacher, civil servant",Ugandan civil servant
Q133857550,Doreen Mbabazi,Other sport,9,,field hockey player,Ugandan field hockey player
Q133818621,Doreen Nanyuja,Health,9,,physician,physician
Q133863943,Dorothy Nagawa,Other sport,9,,kabaddi player,"Ugandan national female kabaddi team player,Khokho sport player"
Q134269139,Dorothy Nakato,Other / unspecified,9,,lacrosse player,Lacrosse player
Q118945862,Dorothy Nalubega,Activism & social work,9,,"human rights defender, climate activist",Ugandan minority rights activist and environmentalist
Q134627168,Dorren Akiteng,Other sport,9,,volleyball player,Ugandan professional volleyball player
Q133863858,Edinah Nattabi,Other sport,9,,kabaddi player,"She Gladiators team player, Kho Kho player"
Q125356337,Elinor Chemonges,Academia & education,9,,"university teacher, researcher",Ugandan researcher
Q120799056,Eliz Nassali State,Academia & education,9,,"librarian, university teacher",Ugandan librarian and administrator
Q134005492,Elizabeth Fiona Ndagire,Other sport,9,2007-01-01T00:00:00Z,chess player,Ugandan chess player
Q133933239,Elizabeth Saasi,Other sport,9,2011-01-01T00:00:00Z,chess player,Ugandan chess player
Q140471605,Emily Nagawa,Other sport,9,,basketball player,Ugandan professional basketball player
Q133893793,Esther Getrude Namuli,Other sport,9,2007-01-01T00:00:00Z,chess player,Ugandan chess player
Q130612800,Esther Namusoke,Football,9,,association football player,Ugandan footballer
Q140042048,Esther Oluka,Media & writing,9,,journalist,Ugandan journalist
Q133881087,Eunice Amuron,Other sport,9,1993-01-01T00:00:00Z,volleyball player,Volleyball player
Q130613835,Eunice Ariokot,Football,9,,association football player,Ugandan Footballer
Q139658925,Eunice Asiimwe,Activism & social work,9,,human rights defender,Human Rights Defender
Q120799364,Eunice Ssendikadiwa,Academia & education,9,,"librarian, university teacher, researcher",Ugandan librarian and LIS educator
Q131341122,Evelyn Nakabira,Arts & entertainment,9,1982-06-01T00:00:00Z,"actor, musician",Ugandan actress and musician
Q139658930,Faidah Judith,Activism & social work,9,,human rights defender,Ugandan human rights defender and disability rights advocate
Q137604191,Faiza Salima,Other / unspecified,9,1996-03-20T00:00:00Z,"baker, media personality, presenter","media personality, events host, baker"
Q134008760,Faridah Nabukeera,Other sport,9,2006-01-01T00:00:00Z,chess player,Ugandan chess player
Q123561496,Faridah Ndausi,Media & writing,9,,"actor, writer, radio personality",Uganda actress
Q133865087,Fatuma Nanziri Bwanika,Other / unspecified,9,,high court judge,Acting High Court Judge
Q130737843,Favour Nambatya,Football,9,,association football player,Ugandan Footballer
Q133865074,Flavia Grace Lamuno,Other / unspecified,9,,high court judge,Acting High Court Judge
Q130547465,Florence Muhanguzi,Academia & education,9,,"researcher, gender studies scholar",Ugandan gender studies academic
Q134285865,Francesca Nakaggwa Kakooza,Law,9,,"lawyer, consultant",Ugandan lawyer and corporate governance consultant
Q135338495,Getrude Nyamutoro,Other sport,9,2006-03-27T00:00:00Z,basketball player,Ugandan basketball player (born 2006)
Q136381210,Gifty Anena,Other sport,9,2010-10-21T00:00:00Z,basketball player,Ugandan basketball player (born 2010)
Q138007290,Gloria Nabunnya,Activism & social work,9,,"human rights defender, activist",Ugandan gender equity advocate
Q131278822,Gloria Nakajubi,Media & writing,9,,"writer, storyteller",Ugandan writer
Q133822647,Grace Nakitto,Health,9,,physician,anesthesiologist
Q133852893,Grace Nankinga,Other sport,9,,boxer,Boxer
Q119398492,Grace Sanyu,Academia & education,9,1990-04-08T00:00:00Z,lecturer,Lecturer Kyambogo University
Q136381211,Grace Walusimbi,Other sport,9,2010-07-09T00:00:00Z,basketball player,Ugandan basketball player (born 2010)
Q136381208,Hafusah Kyomuhendo,Other sport,9,2010-09-15T00:00:00Z,basketball player,Ugandan basketball player (born 2010)
Q135338535,Hajara Najjuko,Other sport,9,1998-07-17T00:00:00Z,basketball player,Ugandan basketball player (born 1998)
Q135338608,Halima Nabasumba,Other sport,9,1991-12-17T00:00:00Z,basketball player,Ugandan basketball player (born 1991)
Q133933011,Hannah Mariam Ayikoru,Other sport,9,2008-01-01T00:00:00Z,chess player,Ugandan chess player
Q134008847,Happy Britney Namirimu,Other sport,9,2005-01-01T00:00:00Z,chess player,Ugandan chess player
Q138001782,Harriet Anyimo,Politics & government,9,,politician,Ugandan politician
Q135338566,Harriet Chotabhai,Other sport,9,1996-10-09T00:00:00Z,basketball player,Ugandan basketball player (born 1996)
Q138001597,Harriet Nalweende,Politics & government,9,,politician,Woman Member of Parliament Kayunga District
Q131268620,Hindu Asha,Arts & entertainment,9,,"economist, musician, vocalist","Ugandan musician, vocalist and economist"
Q135338439,Husnah Namagembe,Other sport,9,2007-05-23T00:00:00Z,basketball player,Ugandan basketball player (born 2007)
Q133464239,Imurinde Uwayo Ashanti,Football,9,,association football player,Ugandan football player
Q131105351,Irene Kauma,Media & writing,9,1971-01-01T00:00:00Z,writer,"author, speaker, trainer and preacher"
Q130718094,Irene Nantege,Football,9,,association football player,Ugandan Footballer
Q130718117,Jacinta Nanjobe,Football,9,,association football player,Ugandan Footballer
Q134275060,Jackie Naula,Other sport,9,1994-02-17T00:00:00Z,,Beach wood ball player
Q138161337,Janet Chebet,Politics & government,9,,politician,Ugandan Politician
Q133889095,Jennifer Turyatemba Tumushabe,Other / unspecified,9,,senior lecturer,A senior lecturer at the Faculty of Agriculture and Environmental Science at Kabale University
Q133893645,Joan Ahereza,Other sport,9,2000-01-01T00:00:00Z,chess player,Ugandan chess player
Q114030756,Joanitah Najjuko,Law,9,,lawyer,Ugandan lawyer and feminist
Q136381209,Josephine Aminat,Other sport,9,2009-03-18T00:00:00Z,basketball player,Ugandan basketball player (born 2009)
Q136381224,Jovia Anena,Other sport,9,2010-11-11T00:00:00Z,basketball player,Ugandan basketball player (born 2010)
Q130728856,Jowelia Nagadya,Football,9,,association football player,Ugandan Professional Football player
Q119992869,Joy Kategekwa,Other / unspecified,9,,,"international trade, investment, and development law, policy specialist and capacity development expert"
Q140753972,Joy Mirembe Namagembe,Other sport,9,,,Ugandan swimmer
Q135338605,Joyce Zalwango,Other sport,9,1990-02-19T00:00:00Z,basketball player,Ugandan basketball player (born 1990)
Q116603665,Judith Atek Ilwak,Politics & government,9,,politician,Uganda politician
Q133848570,Judith Komugisha,Other sport,9,,golfer,Golfer
Q133893687,Juliet Asaba,Other sport,9,2012-01-01T00:00:00Z,chess player,Ugandan chess player
Q89918067,Juliet Otiti-Sengeri,Other / unspecified,9,,ophthalmologist,Ungandan ophthalmologist
Q136381273,Kabeera Kwizera,Other sport,9,2009-05-14T00:00:00Z,basketball player,Ugandan basketball player (born 2009)
Q136914570,Kasita Carol,Arts & entertainment,9,,"musician, songwriter, dancer",Ugandan musician dancer and song writer
Q137999784,Kayaga Kyambadde Juliet,Politics & government,9,,politician,Ugandan politician
Q134626222,Ketty Aluka,Other sport,9,,volleyball player,Ugandan professional volleyball player
Q118873635,Laloyo Humble,Other / unspecified,9,,social science,"Child Care Ministry, Watoto Church"
Q134008421,Lenah Ampumuza,Other sport,9,2011-01-01T00:00:00Z,chess player,Ugandan chess player
Q135338455,Leticia Awor,Other sport,9,1995-04-11T00:00:00Z,basketball player,Ugandan basketball player (born 1995)
Q16573040,Lucy Angucia,Other sport,9,,athletics competitor,Ugandan athletics competitor
Q138329591,Lydia Mirembe Delphine,Politics & government,9,,politician,Ugandan politician
Q130569475,Lydia Nyandera,Football,9,,association football player,Ugandan Football player
Q135826746,Mabel Katahweire,Other / unspecified,9,1944-09-26T00:00:00Z,Anglican cleric,Ugandan clergywoman (1944-2007)
Q133933971,Mackline Nakatudde,Other sport,9,2008-01-01T00:00:00Z,chess player,Ugandan chess player
Q136786868,Margaret Kulaba Kyemba,Other / unspecified,9,,executive director,Ugandan Executive Director of the Anti-Domestic Violence Coalition (ADVIL)
Q130569613,Margret Namande,Football,9,,association football player,Ugandan footballer
Q135338610,Mariam Tamale,Other sport,9,1991-07-26T00:00:00Z,basketball player,Ugandan basketball player (born 1991)
Q136381140,Marion Apio,Other sport,9,2009-03-04T00:00:00Z,basketball player,Ugandan basketball player (born 2009)
Q133463965,Martha Babirye,Football,9,,association football player,Ugandan football player
Q133934036,Mary Anne Namutebi,Other sport,9,2010-01-01T00:00:00Z,chess player,Ugandan chess player
Q141156838,Mary Hazel Ssengendo,Other sport,9,2008-11-30T00:00:00Z,basketball player,Ugandan basketball player (born 2008)
Q133893708,Mary Kevin Ndagire,Other sport,9,2007-01-01T00:00:00Z,chess player,Ugandan chess player
Q134003824,Mary Kiconco Begumya,Health,9,,physician,A Ugandan General medical practitioner and researcher
Q134979311,Mary Nantumbwe,Other sport,9,,boxer,Ugandan boxer
Q134057753,Mary Sally Kabasa,Academia & education,9,1981-09-14T00:00:00Z,lecturer,university lecturer
Q139658967,Maureen Kalungi,Activism & social work,9,,human rights defender,Human Rights Defender
Q134004184,Maureen Nabatanzi,Other / unspecified,9,,epidemiologist,"A Ugandan epidemiologist, academician and researcher at Makerere University"
Q137996713,Maureen Nakuya,Politics & government,9,,politician,Ugandan politician
Q111352864,Mbabazi Kanya Ritah,Media & writing,9,,"news presenter, journalist",Ugandan journalist and news anchor
Q131298052,Mercy Geno Apachi,Media & writing,9,,"poet, artist, journalist",Ugandan poet
Q136682582,Midius Natukunda,Politics & government,9,,politician,"Member of Parliament for DWR, Rukungiri and member of the Committee on National Economy"
Q133893715,Milly Takali,Other sport,9,1994-01-01T00:00:00Z,chess player,Ugandan chess player
Q133857532,Miria Nantume,Other / unspecified,9,,sport cyclist,Ugandan cyclist
Q134626279,Monica Aloyo,Other sport,9,,volleyball player,Ugandan professional volleyball player
Q138750464,Morine Wavamuno,Business & finance,9,1955-01-01T00:00:00Z,entrepreneur,"Ugandan business woman, entrepreneur"
Q140930656,Mukalazi Amina,Politics & government,9,,"politician, legislator",Ugandan politician
Q134008748,Mukisa Glory Bbumba,Other sport,9,,,Chess player
Q140930657,Mulondo Cissy,Politics & government,9,,"politician, legislator",Ugandan politician
Q130729240,Mutebi Aaron Stuart,Football,9,,association football player,Ugandan footballer
Q133463932,Nabbosa Haira,Football,9,,association football player,Ugandan football player
Q131105397,Nakitto Rhema,Other / unspecified,9,,television personality,Ugandan TV personality
Q139658931,Nalubega Afuwa,Activism & social work,9,,human rights defender,Ugandan human rights and disability rights advocate
Q130737347,Naume Nagadya,Football,9,,association football player,Ugandan Footballer
Q133463986,Niwandinda Mackline,Football,9,,association football player,Ugandan football player
Q134276343,Noeline Babirye Nalwoga,Other sport,9,,,Beach wood ball player
Q140681438,Noelle Nakisuyi,Other sport,9,,,Ugandan swimmer
Q134626772,Oliver Acan,Other sport,9,,volleyball player,Ugandan professional volleyball player
Q135338436,Olivia Amani Atima,Other sport,9,2008-01-25T00:00:00Z,basketball player,Ugandan basketball player (born 2008)
Q133893789,Olivia Asiimwe,Other sport,9,2011-01-01T00:00:00Z,chess player,Ugandan chess player
Q135111915,Olivia Nakato,Other sport,9,,netballer,Ugandan netball player
Q134627341,Patricia Musubika,Other sport,9,,volleyball player,Ugandan professional volleyball player
Q134279976,Peace Busingye,Other sport,9,,beach volleyball player,Beach volleyball player
Q135338501,Penitah Nabakooza,Other sport,9,2003-09-18T00:00:00Z,basketball player,Ugandan basketball player (born 2003)
Q135338475,Priscillar Nambogo,Other sport,9,2005-01-01T00:00:00Z,basketball player,Ugandan basketball player (born 2005)
Q134008712,Promise Siarah Ainembabazi,Other sport,9,2008-01-01T00:00:00Z,chess player,Ugandan chess player
Q133880520,Prossy Alobo,Other sport,9,1985-11-30T00:00:00Z,volleyball player,Volleyball player
Q138161339,Prossy Namusisi,Politics & government,9,,politician,Ugandan Politician
Q138161331,Prossy Nanyonga,Politics & government,9,,politician,Ugandan Politician
Q140681479,Rachael Amito,Other sport,9,,,Ugandan swimmer
Q134009469,Rahmah Nabatte,Other sport,9,2009-01-01T00:00:00Z,chess player,Ugandan chess player
Q135338517,Ramurah Nakato,Other sport,9,2001-01-07T00:00:00Z,basketball player,Ugandan basketball player (born 2001)
Q130729496,Rashida Nankya,Football,9,,association football player,Ugandan Footballer
Q134008804,Rashimah Nangonzi,Other sport,9,2006-01-01T00:00:00Z,chess player,Ugandan chess player
Q135338620,Rebecca Faith Akullo,Other sport,9,1983-05-28T00:00:00Z,basketball player,Ugandan basketball player (born 1983)
Q134057767,Rebecca Muhumuza Nalule,Academia & education,9,,lecturer,university lecturer
Q83611666,Regina Bafaki,Activism & social work,9,,"executive director, human rights defender",Ugandan human rights activist
Q133889164,Renzaho Ntakyo Proscovia,Academia & education,9,,lecturer,Senior Lecturer of Agribusiness and Agricultural Economics
Q134979329,Resty Nanono,Other sport,9,,boxer,Ugandan boxer
Q140589445,Rhaudha Kalungi Nantume,Other sport,9,,swimmer,Ugandan swimmer
Q139732123,Rita Kanya,Media & writing,9,,"news presenter, journalist",Ugandan journalist and news anchor
